"row_id","parent_row_id","out_parent_row_id","source_index","template_url","template_content_value","status","status_message","segment","Brand Name","Sales Price","Sales Price(Not Matched)","Regular Price","RRP","RRP(Not Matched)","Wayfair SKU ID","Short Description","Dimensions","Dimensions(Not Matched)","HEIGHT","WIDTH","LENGTH","MIN HEIGHT","MAX HEIGHT","MIN WIDTH","MAX WIDTH","Weight","Weight(Not Matched)","Additional Features","Additional Features(Not Matched)","CATEGORIES","Other Features","IP RATING","Features","STYLE","Shape","Suggested Rooms","Special Features","Type","Light Bulb","LAMP2 QTY","APPEARANCES","LAMP2 CAP","Details","Ideal Fit","Application","Product Details","Product Details(Not Matched)","SAFETY CLASSIFICATION","ADDITIONAL KEYWORDS","OPERATING VOLTAGE","LAMP1 QTY","LAMP1 CAP","LAMP1 MAX WATTAGE","CE (EU DIRECTIVE) COMPATIBLE?","DESIGNER","COMPLETE WITH LAMP","Star Rating","Rating count","Specifications","Shipping","Lead Time","Stock","Questions","Reviews","Related searches","Brand Item Codes","Image Alerts","Url"
"37D233BC-AF24-493A-8F4B-7C358CB69085","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","10","http://www.wayfair.co.uk/Anglepoise-Anglepoise-Duo-Mini-Pendant-AOP1087-AOP1087.html","More Options ? Anglepoise Anglepoise Duo Mini Pendant","2","NULL","0","Anglepoise","62. 71","","","64.80","","AOP1087","Anglepoise Duo Mini Pendant","","120 - 145.5cm H x 14.5cm W","","","","","","","","1","","","","536, 20345, 536, 20345","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Write the first review","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","chrome ceiling pendant  chrome shade ceiling pendant  rose shade pendant  white aluminium pendant  white chrome pendant  white chrome shade pendant","AOP1087","","http://www.wayfair.co.uk/Anglepoise-Anglepoise-Duo-Mini-Pendant-AOP1087-AOP1087.html"
"4E1405FC-6CDB-4B38-8615-7DA20DD9196C","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","6","http://www.wayfair.co.uk/Anglepoise-Duo-1227-Swing-Arm-Wall-Light-AOP1076.html","More Options ? Anglepoise Duo 1227 Swing Arm Wall Light","2","NULL","0","Anglepoise","132. 33","","","154.80","","AOP1076","Duo 1227 Swing Arm Wall Light","","","48","14.5","31","","","","","4","","","","READING, READING","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Write the first review","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","","30898 / 30897 / 30896","","http://www.wayfair.co.uk/Anglepoise-Duo-1227-Swing-Arm-Wall-Light-AOP1076.html"
"C750BB85-D555-440D-A30C-86170C6EEDEC","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","2","http://www.wayfair.co.uk/Anglepoise-Type1228-1-Light-Reading-Wall-Light-30492-AOP1051.html","More Options: Finish ? Anglepoise Type1228 1 Light Reading Wall Light","2","NULL","0","Anglepoise","70. 26","","","90.00","","AOP1051","Type1228 1 Light Reading Wall Light","","","","","","","","","","","","","","READING, READING","Quick Shipping, EcoFriendly, British Made","","","","","","","","","","","","","","","","","","","","","","","","","","5","(4 reviews)","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","?   ?Hi, does this come with a wire or plug? ?  asked by Opal      A. ""Hello Opal, this lamp comes with no plug and wire. Therefore, it requires to be hard wired, but if you do not want to hard wire you can wire in a cable and plug."" Stella from Wayfair","","reading wall lamp  reading light bulbs  reading light wall adjustable  satin nickel wall light  antique brass wall light sconces  koncept from ergo","30492","","http://www.wayfair.co.uk/Anglepoise-Type1228-1-Light-Reading-Wall-Light-30492-AOP1051.html"
"26436D40-A828-41D4-A973-93B10BE84E10","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","18","http://www.wayfair.co.uk/Anglepoise-Duo-1-Light-Mini-Pendant-AOP1071.html","More Options ? Anglepoise Duo 1 Light Mini Pendant","2","NULL","0","Anglepoise","313. 68","","","360.00","","AOP1071","Duo 1 Light Mini Pendant","","120 - 178cm H x 44cm W","","","","","","","","3","","","","536, 20345, 536, 20345","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Write the first review","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","kolarz barca 1 light pendant  gold bowl pendant light  chrome 1 light pendant  leucos solaris pendant  leucos vittoria 1 light pendant  1 light mini pendant","30941 / 30942 / 30943","","http://www.wayfair.co.uk/Anglepoise-Duo-1-Light-Mini-Pendant-AOP1071.html"
"7B7DB976-720E-4923-985D-94B344D99379","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","8","http://www.wayfair.co.uk/Anglepoise-Type1228-Floor-Lamp-30492-AOP1050.html","More Options: Colour ? Anglepoise Type1228 Floor Lamp","2","NULL","0","Anglepoise","203. 64","","","","","AOP1050","Type1228 Floor Lamp","","150cm H","","","","","","","","","","","","689, 20472, 689, 20472","Quick Shipping, EcoFriendly, British Made","","","","","","","","","","","","","","","","","","","","","","","","","","0","Write the first review","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","","30492","","http://www.wayfair.co.uk/Anglepoise-Type1228-Floor-Lamp-30492-AOP1050.html"
"825D2FF6-09DC-4DC1-8AE9-96F2731D7B66","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","19","http://www.wayfair.co.uk/Anglepoise-Type75-Mini-Reading-Wall-Light-AOP1090.html","More Options ? Anglepoise Type75 Mini Reading Wall Light","2","NULL","0","Anglepoise","50. 09","","","72.00","","AOP1090","Type75 Mini Reading Wall Light","","","15","13","27.5","","","","","1","","","","READING, READING","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Write the first review","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","","31234 / 31233 / 30872","","http://www.wayfair.co.uk/Anglepoise-Type75-Mini-Reading-Wall-Light-AOP1090.html"
"43600A15-93B7-4654-8785-B807682227B4","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","12","http://www.wayfair.co.uk/Anglepoise-Duo-Table-Lamp-AOP1081.html","More Options: Finish ? Anglepoise Duo Table Lamp","2","NULL","0","Anglepoise","81. 96","","","85.20","","AOP1081","Duo Table Lamp","","60cm H x 14.5cm W","","","","","","","","3","","","","20481, 545, 20481, 545","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Write the first review","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","home desk lamp  green base lighting  green chrome lighting  white smooth lighting","30908 / 30907 / 30906","","http://www.wayfair.co.uk/Anglepoise-Duo-Table-Lamp-AOP1081.html"
"24051CD9-76AF-40EA-A3C0-E89231A27D93","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","1","http://www.wayfair.co.uk/Anglepoise-Type75%E2%84%A2-Mini-Table-Lamp-30422-AOP1055.html","More Options: Finish ? Anglepoise Type75? Mini Table Lamp","2","NULL","0","Anglepoise","64. 35","","","85.00","","AOP1055","Type75? Mini Table Lamp","","","40","13","15","","","","","","","","","20481, 545, 20481, 545","","","","","","","","","","","","","","","","","","","","","","","","","","","5","(6 reviews)","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","anglepoise duo1227 table lamp  anglepoise table lamp  light table lamp  amber designer lamp  brushed desk lamp  steel designer lamp","30422","","http://www.wayfair.co.uk/Anglepoise-Type75%E2%84%A2-Mini-Table-Lamp-30422-AOP1055.html"
"22A95998-3C2C-4341-B7CD-E8AE762257FE","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","5","http://www.wayfair.co.uk/Anglepoise-Duo-Floor-Lamp-3091-AOP1070.html","More Options ? Anglepoise Duo Floor Lamp","2","NULL","0","Anglepoise","109. 80","","","124.80","","AOP1070","Duo Floor Lamp","","116cm H x 32cm W","","","","","","","","4","","","","689, 20472, 689, 20472","","","","","","","","","","","","","","","","","","","","","","","","","","","5","(1 reviews)","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","20/10/13         5.0    Smart space saving reading lamp  Neal from London, United Kingdom? Verified Buyer  Good quality and looks great in the living room perfect for TV watching    Was this helpful?   Yes /   No","anglepoise type1228 floor lamp  giant anglepoise floor lamp  lamp with dimmer switch  floor lamp adjustable  silver base lamp  traditional shade floor lamp","3091","","http://www.wayfair.co.uk/Anglepoise-Duo-Floor-Lamp-3091-AOP1070.html"
"7C9DD627-7586-43D4-BE11-F1F43FCD3E4C","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","4","http://www.wayfair.co.uk/Anglepoise-Duo1227-Table-Lamp-AOP1082.html","More Options ? Anglepoise Duo1227 Table Lamp","2","NULL","0","Anglepoise","138. 97","","","159.60","","AOP1082","Duo1227 Table Lamp","","52cm H x 14.5cm W","","","","","","","","5","","","","20481, 545, 20481, 545","","","","","","","","","","","","","","","","","","","","","","","","","","","5","(1 reviews)","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","29/10/13         5.0    Anglepoise lamp  Claire from United Kingdom? Verified Buyer  Rapid delivery, looks great and fantastic for task work. Quality good- holds all positions well.    Was this helpful?   Yes /   No","mini table lamp  chrome spring lighting  green chrome lighting  inline chrome lighting  white cfl lighting","30892 / 30893 / 30894","","http://www.wayfair.co.uk/Anglepoise-Duo1227-Table-Lamp-AOP1082.html"
"AD0B2EE4-CA53-45E5-B964-FE0C58E173EE","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","45F1A8EB-2FC9-4269-A303-32B5A40F28F3","14","http://www.wayfair.co.uk/Anglepoise-Type75-Mini-Reading-Wall-Light-31248-30713-AOP1078.html","Anglepoise Type75 Mini Reading Wall Light","2","NULL","0","Anglepoise","79. 44","","","80.40","","AOP1078","Type75 Mini Reading Wall Light","","","20","14.5","32","","","","","1","","","","READING, READING","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Write the first review","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","wall reading light led  chrome reading light  reading wall lamp  wall reading light  safe reading light  mini wall light","31248 / 30713","","http://www.wayfair.co.uk/Anglepoise-Type75-Mini-Reading-Wall-Light-31248-30713-AOP1078.html"
"04EDD04F-162E-4F1B-B1AA-01CDCDF87D04","1C8A2B20-0179-4627-A135-C0E26FD8D548","1C8A2B20-0179-4627-A135-C0E26FD8D548","47","http://www.wayfair.co.uk/Artinox-DI16-1-Light-Flush-Mount-PF-0589-OP-ANOX1004.html","Artinox DI16 1 Light Flush Mount","2","NULL","0","Artinox","16. 21","","","","","ANOX1004","DI16 1 Light Flush Mount","","","8.5","20","20","","","","","","","","","CEILING, 540, 20351, CEILING","","20","Down Lighting","Modern","Square Lighting","Bathroom","Down Lighting","Flush Lights","Incandescent","","270, 210, 60","","","","","","","Class I","Assembly required","230V - 50Hz","1","E14","40W","","","","0","Write the first review","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","","PF-0589 OP","","http://www.wayfair.co.uk/Artinox-DI16-1-Light-Flush-Mount-PF-0589-OP-ANOX1004.html"
"AAD77638-D9A1-46E6-8307-03242F7DBC64","269E00BE-5EF8-43E1-90AC-677F1F26D68E","269E00BE-5EF8-43E1-90AC-677F1F26D68E","34","http://www.wayfair.co.uk/Artinox-DI7-1-Light-Rise-and-Fall-Pendant-SU-0945-CR-ANOX1066.html","Artinox DI7 1 Light Rise and Fall Pendant","2","NULL","0","Artinox","55. 56","","","","","ANOX1066","DI7 1 Light Rise and Fall Pendant","","","87.5","19.5","19.5","42.5","87.5","","","","","","","CEILING, 536, 20345, CEILING","","20","Down Lighting, Height Adjustable","Modern","Round Lighting","Bedroom, Living Room, Living Room","Down Lighting, Height Adjustable","Rise & Fall","Incandescent","","148, 60, 240, 260, 240, ","","","","","","","Class II","Assembly required","230V - 50Hz","1","E27","60W","","","","0","Write the first review","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","","SU-0945 CR","","http://www.wayfair.co.uk/Artinox-DI7-1-Light-Rise-and-Fall-Pendant-SU-0945-CR-ANOX1066.html"
"CC9909B3-0355-49BE-AC8E-052259E7D8D3","269E00BE-5EF8-43E1-90AC-677F1F26D68E","269E00BE-5EF8-43E1-90AC-677F1F26D68E","24","http://www.wayfair.co.uk/Artinox-CO8-3-Light-Flush-Mount-PF-0545-C4-ANOX1019.html","Artinox CO8 3 Light Flush Mount","2","NULL","0","Artinox","90. 24","","","97.00","","ANOX1019","CO8 3 Light Flush Mount","","","21","42.5","42.5","","","","","","","","","CEILING, 540, 20351, CEILING","","20","Down Lighting","Modern","Square Lighting","Bathroom, Bedroom, Living Room","Down Lighting","Flush Lights","Incandescent","","210, 240, ","","","","","","","Class I","Assembly required","230V - 50Hz","3","E27","40W","","","","0","Write the first review","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","","PF-0545 C4","","http://www.wayfair.co.uk/Artinox-CO8-3-Light-Flush-Mount-PF-0545-C4-ANOX1019.html"
"4B2514D8-EE86-4B35-9782-0539165AD68D","269E00BE-5EF8-43E1-90AC-677F1F26D68E","269E00BE-5EF8-43E1-90AC-677F1F26D68E","11","http://www.wayfair.co.uk/Artinox-CL4-1-Light-Rise-and-Fall-Pendant-SU-0908-OA-ANOX1029.html","Artinox CL4 1 Light Rise and Fall Pendant","2","NULL","0","Artinox","87. 62","","","94.00","","ANOX1029","CL4 1 Light Rise and Fall Pendant","","","100","45","45","50","100","","","","","","","CEILING, 536, 20345, CEILING","","20","Down Lighting, Height Adjustable","Modern","Round Lighting","Bedroom, Living Room, Living Room","Down Lighting, Height Adjustable","Rise & Fall","Incandescent","","150, 64, 250, ","","","","","","","Class II","Assembly required","230V - 50Hz","1","E27","60W","","","","0","Write the first review","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","","SU-0908 OA","","http://www.wayfair.co.uk/Artinox-CL4-1-Light-Rise-and-Fall-Pendant-SU-0908-OA-ANOX1029.html"
"4F2DB2C6-796C-429E-B1D5-06097A0A1F2E","74155249-C0E4-4D67-ACAF-D89798F30011","74155249-C0E4-4D67-ACAF-D89798F30011","42","http://www.wayfair.co.uk/Artinox-CL2-2-Light-Kitchen-Island-Pendant-CT-4217-2-OA-ANOX1055.html","Artinox CL2 2 Light Kitchen Island Pendant","2","NULL","0","Artinox","123. 73","","","127.00","","ANOX1055","CL2 2 Light Kitchen Island Pendant","","","62","55","16.5","40","62","","","","","","","","","20","","","","","","","","","150, 64, 250, ","","","","","","","Class I","Assembly required","230V - 50Hz","2","E27","40W","","","","0","Write the first review","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","","CT-4217/2 OA","","http://www.wayfair.co.uk/Artinox-CL2-2-Light-Kitchen-Island-Pendant-CT-4217-2-OA-ANOX1055.html"
"39F6DB1A-BB39-4F65-B140-0981BF2100B9","1C8A2B20-0179-4627-A135-C0E26FD8D548","1C8A2B20-0179-4627-A135-C0E26FD8D548","38","http://www.wayfair.co.uk/Artinox-CL4-Table-Lamp-ANOX1145.html","More Options: Size ? Artinox CL4 Table Lamp","2","NULL","0","Artinox","61. 78","","","","","ANOX1166","CL3 Table Lamp","","","","","","","","35","","","","","","20481, 545, 20481, 545","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Write the first review","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","","CM-3219 NE","","http://www.wayfair.co.uk/Artinox-CL3-Table-Lamp-CM-3219-NE-ANOX1166.html"
"8FEE5627-3955-4E61-982E-0A9F77B7A864","74155249-C0E4-4D67-ACAF-D89798F30011","74155249-C0E4-4D67-ACAF-D89798F30011","32","http://www.wayfair.co.uk/Artinox-CL4-4-Light-Kitchen-Island-Pendant-CT-4219-4-OA-ANOX1111.html","Artinox CL4 4 Light Kitchen Island Pendant","2","NULL","0","Artinox","176. 06","","","205.00","","ANOX1111","CL4 4 Light Kitchen Island Pendant","","","100","106.5","20","62","100","","","","","","","","","20","","","","","","","","","150, 64, 250, ","","","","","","","Class I","Assembly required","230V - 50Hz","4","E27","40W","","","","0","Write the first review","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","","CT-4219/4 OA","","http://www.wayfair.co.uk/Artinox-CL4-4-Light-Kitchen-Island-Pendant-CT-4219-4-OA-ANOX1111.html"
"D569D7B0-D7EA-4599-B9CE-0CB83A2CBFBD","269E00BE-5EF8-43E1-90AC-677F1F26D68E","269E00BE-5EF8-43E1-90AC-677F1F26D68E","20","http://www.wayfair.co.uk/Artinox-CO8-4-Light-Kitchen-Island-Pendant-CT-4212-4-C4-ANOX1016.html","Artinox CO8 4 Light Kitchen Island Pendant","2","NULL","0","Artinox","143. 37","","","164.00","","ANOX1016","CO8 4 Light Kitchen Island Pendant","","","113","92","15","78.5","113","","","","","","","","","20","","","","","","","","","210, 240, ","","","","","","","Class I","Assembly required","230V - 50Hz","4","E27","40W","","","","0","Write the first review","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","","CT-4212/4 C4","","http://www.wayfair.co.uk/Artinox-CO8-4-Light-Kitchen-Island-Pendant-CT-4212-4-C4-ANOX1016.html"
"E6F7ED1E-2AF5-4650-BEAC-0F853BF1BBB9","9397DB96-5705-4438-9D8E-20D227D548C7","9397DB96-5705-4438-9D8E-20D227D548C7","7","http://www.wayfair.co.uk/Artinox-CO2-1-Light-Wall-Lamp-ANOX1126.html","More Options ? Artinox CO2 1 Light Wall Lamp","2","NULL","0","Artinox","60. 59","","","61.81","","ANOX1126","CO2 1 Light Wall Lamp","","","22","26","12","","","","","","","","","550, 20497, 550, 20497","","20","","Modern","","Bedroom, Living Room","","Wall Lamps","","1","Red, White, Red, White, 240, ","","","","","","","Class I","Assembly required","230V - 50Hz","1","E27","40W","","","","0","Write the first review","We're sorry, we have no additional specifications for this product.","Free Delivery!","","","","","","AP-1167 C4 / AP-1167 C6","","http://www.wayfair.co.uk/Artinox-CO2-1-Light-Wall-Lamp-ANOX1126.html"
